geneid	Sam_11F	Sam_12F	Sam_14F	Sam_15F	Sam_1F	Sam_20F	Sam_22F	Sam_23F	Sam_24F	Sam_25F	Sam_27F	Sam_28F	Sam_29F	Sam_31F	Sam_34F	Sam_36F	Sam_38F	Sam_39F	Sam_42F	Sam_43F	Sam_44F	Sam_45F	Sam_50F	Sam_55F	Sam_7F
PIK3C2G	2.18E-05	4.56E-06	6.34E-05	7.40E-06	0.000366173	1.67E-05	5.02E-07	2.23E-06	1.72E-07	9.69E-08	1.58E-05	1.35E-06	6.78E-06	3.21E-06	2.65E-06	4.05E-05	9.58E-06	1.09E-05	5.35E-06	1.67E-06	5.76E-06	7.56E-05	8.56E-07	1.12E-06	1.35E-05
PIK3C3	0.000227425	0.000305809	0.000334571	0.000415601	0.000188869	0.000234082	0.000388011	0.000421758	0.000295202	0.000305676	0.000390312	0.000325838	0.000165123	0.00023908	0.000208224	5.76E-06	0.0003075	0.000481966	0.000377551	0.000461645	0.000418687	0.000340381	0.000184743	0.000239883	0.000408529
PIK3CA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CD	7.02E-05	0.000175315	0.000113637	9.44E-05	0.000371339	0.000111447	0.000117902	0.000111902	0.000152541	0.000101977	0.00018702	0.000182323	8.55E-05	0.000118823	0.000111362	0.000173444	0.000116821	0.000256506	7.98E-05	0.000169842	0.000236405	0.000360642	0.00013546	0.000199028	9.94E-05
PIK3CG	0.000195489	0.000444636	0.0003185	0.000276206	0.00166352	0.000263325	0.000239407	0.000497531	0.000205109	0.000189123	0.000580916	0.000365098	0.000186746	0.000233565	0.000109462	0.000208876	0.000257494	0.000340116	0.000186483	0.000236219	0.000370518	0.000476227	0.00020765	0.000322015	0.000295863
PIK3R1	0.001233267	0.00139274	0.000954628	0.001903578	0.000842054	0.000962841	0.00169827	0.001902666	0.001044806	0.001336156	0.002759228	0.000802895	0.000793078	0.000864134	0.000844927	0.000125304	0.001197546	0.002143627	0.002093875	0.0023138	0.001720816	0.00160886	0.001206771	0.001492492	0.000846118
PIK3R2	0.000812426	0.000754459	0.000747018	0.00049087	0.00120869	0.000906595	0.000768569	0.00071024	0.000786784	0.000947184	0.000600354	0.000622955	0.000456626	0.000583127	0.000522404	0.000140918	0.00080132	0.000678803	0.000514408	0.000663125	0.000584367	0.000614219	0.000491133	0.000736724	0.000703028
PIK3R3	9.95E-05	0.000123764	0.000260154	0.000104418	0.00039254	8.47E-05	9.44E-05	8.67E-05	0.000114114	0.000102372	0.000105453	8.47E-05	7.99E-05	0.000193957	6.95E-05	7.89E-05	8.53E-05	0.000128739	0.000113188	0.000105952	0.000131538	0.000311783	7.28E-05	0.000101584	0.000147668
PIM1	0.000345029	0.000405154	0.00054685	0.000291768	0.000949311	0.000289757	0.000432632	0.000270894	0.000397926	0.000347549	0.000343536	0.000900835	0.00025801	0.000309175	0.000422816	0.000176044	0.000286354	0.00040503	0.000329002	0.000268089	0.000407465	0.001570485	0.000262083	0.000294883	0.000578054
PLCG2	0.000272656	0.000560218	0.000617864	0.000424665	0.000655828	0.000386747	0.000384929	0.000925335	0.00051775	0.000401066	0.001327045	0.000607286	0.000259812	0.000442072	0.000260228	5.03E-05	0.000511371	0.000757562	0.00029408	0.000341508	0.000675488	0.000805257	0.000320047	0.000432951	0.00051766
PLK2	0.000177705	0.00029918	0.000243628	0.000250797	0.00028504	0.000181244	0.000267373	0.000330802	0.000174559	0.000168833	0.000240367	0.000218266	0.000131965	0.000227309	0.000314361	2.33E-05	0.000187896	0.000272225	0.000264546	0.000435572	0.000226519	0.000530026	0.000135558	0.000331641	0.000251941
PMAIP1	0.000133652	8.19E-05	7.62E-05	0.000126548	0.000787002	9.68E-05	0.000106675	0.000160522	0.000107033	8.54E-05	0.00021121	0.000118746	9.41E-05	6.50E-05	0.000228533	0.00010115	9.67E-05	0.000196944	0.000112953	7.69E-05	0.000124433	0.000578664	7.71E-05	9.26E-05	0.00017102
PMS1	0.000843589	0.000592855	0.000778628	0.001223095	0.001774918	0.000775917	0.001041975	0.00108199	0.000780541	0.000998029	0.001784755	0.000601965	0.000387585	0.000640063	0.00088191	0.000104731	0.000775438	0.001335306	0.001059893	0.00084191	0.001038786	0.001931126	0.00050467	0.000728428	0.000965399
PMS2	0.001139984	0.000976948	0.000814752	0.000917827	0.001558075	0.001079906	0.00119688	0.00089456	0.000843071	0.000779421	0.00103356	0.000826614	0.000634412	0.000606492	0.00060559	0.000265192	0.000949869	0.001025619	0.001131307	0.001083867	0.001075928	0.001296355	0.000662424	0.00092308	0.000762205
PNRC1	0.000595993	0.002303019	0.002046396	0.00294384	0.000829054	0.000847823	0.002485218	0.002617568	0.001072352	0.001714811	0.002944121	0.001603049	0.001525353	0.001225303	0.000571154	0.000129162	0.00143295	0.003061728	0.002561066	0.004090865	0.002390555	0.00530614	0.000959814	0.002602327	0.00203783
POLD1	0.001264992	0.000569632	0.000456387	0.000493068	0.001286092	0.0010482	0.000788581	0.000610374	0.000697599	0.001045558	0.000736327	0.000426643	0.00040293	0.000559124	0.000838854	0.000117641	0.000813885	0.000809822	0.000709255	0.000358135	0.000470149	0.000479026	0.000670391	0.000382975	0.000506652
POLE	0.001614717	0.000816916	0.001120456	0.001027762	0.001478246	0.001555906	0.001516181	0.001338094	0.001229086	0.001694374	0.0017109	0.000959649	0.000881485	0.000991385	0.001893406	0.000113324	0.001335958	0.001650207	0.001449563	0.000945814	0.001073321	0.001033336	0.00087682	0.000594175	0.000992864
PPM1D	0.000234304	0.000254965	0.000293385	0.000327912	0.000608694	0.000214622	0.000311239	0.000317427	0.00019829	0.000303147	0.000376724	0.000245123	0.000195582	0.000222584	0.000173679	0.000117106	0.000241247	0.000251861	0.000364765	0.000355037	0.000356166	0.00028155	0.000193543	0.000230835	0.000322979
PPP2R1A	0.003121884	0.003716455	0.002904525	0.002488615	0.003719326	0.003172176	0.003361761	0.002478977	0.003369927	0.003454848	0.002037002	0.002999489	0.001624593	0.002715839	0.00224221	0.000145662	0.003550448	0.003010993	0.00230214	0.002494565	0.002294141	0.003268545	0.002331907	0.002878626	0.002784988
PPP6C	0.000904243	0.0009811	0.001205599	0.001622652	0.000445072	0.000828264	0.001140932	0.001079732	0.000956501	0.000891936	0.001204458	0.000947655	0.00062751	0.000990665	0.000714975	7.43E-05	0.001007144	0.001562253	0.001625413	0.001582153	0.001144251	0.001574005	0.001037627	0.001725484	0.00124124
PRDM1	0.000307845	0.000458369	0.000862767	0.000263364	0.001163744	0.000319008	0.000468879	0.000685811	0.000590305	0.00047391	0.0008064	0.000675745	0.000471016	0.000440947	0.000440282	0.000178793	0.000444503	0.000527585	0.000501333	0.00055705	0.000676373	0.001224125	0.000364055	0.000768425	0.000317675
PREX2	6.38E-05	0.000276674	0.000324695	0.000127846	0.000154269	8.53E-05	0.000155226	0.000133421	0.00010576	6.90E-05	0.000137065	0.000154743	5.57E-05	0.000159792	6.43E-05	1.85E-05	6.99E-05	0.000216126	0.000197732	0.000310975	0.000200647	0.000143031	7.58E-05	0.000111311	0.000111005
PRKAR1A	0.001293937	0.001772522	0.001389985	0.00183809	0.000653032	0.00106754	0.001531614	0.001423128	0.001766031	0.001172158	0.001486769	0.001742688	0.000842566	0.001577767	0.00133069	0.000102405	0.001504235	0.002536768	0.001790995	0.001903445	0.00165983	0.002366031	0.001541113	0.001673782	0.001246897
PRKCI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKDC	0.002433153	0.00164594	0.002009834	0.003465655	0.00085681	0.001902228	0.003148115	0.002437748	0.002075011	0.002323074	0.003516862	0.001199514	0.001204598	0.001957644	0.00213668	0.000132394	0.002028914	0.002656954	0.003901626	0.002437033	0.002203902	0.002360704	0.002117661	0.001453448	0.002711672
PRSS1	3.78E-05	0.000183785	0.032311854	6.29E-06	0.000561955	2.96E-05	1.46E-05	0.000367148	5.05E-06	2.05E-06	2.59E-05	1.85E-05	1.04E-05	7.89E-06	0.000227528	5.93E-05	1.11E-05	1.19E-05	9.22E-06	2.91E-06	4.00E-05	6.24E-05	4.94E-07	1.19E-06	3.35E-06
PRSS8	0.001546819	0.002790263	0.004113217	0.001697559	0.002017065	0.002076088	0.001667114	0.001444807	0.001960686	0.002063647	0.001169693	0.00380658	0.000855785	0.003103346	0.001000086	0.000244263	0.002511655	0.001222215	0.001608848	0.002465763	0.00156769	0.001225701	0.001272422	0.001600375	0.002523334
PSMD4	0.003628454	0.003376939	0.002758766	0.003441653	0.001580142	0.003483081	0.00322847	0.002633998	0.003691769	0.002642412	0.002597451	0.003271494	0.001015571	0.00340519	0.002981479	0.000158576	0.00315314	0.002750077	0.002723984	0.003368587	0.002797062	0.002738922	0.002850621	0.004208939	0.003149451
PTCH1	0.001272105	0.002553902	0.003323899	0.002500942	0.00460282	0.002026354	0.002847278	0.003588423	0.002686175	0.002325201	0.003000905	0.001859122	0.002256414	0.001353361	0.001098423	0.000918791	0.002543991	0.003777842	0.003051852	0.004420453	0.002482343	0.002596981	0.001087995	0.002421856	0.001805144
PTEN	0.000750986	0.001380678	0.001542853	0.002024582	0.000331565	0.000777546	0.001530449	0.001680629	0.001140303	0.001186921	0.001859808	0.001324696	0.001041874	0.001062514	0.000782351	6.83E-05	0.001041441	0.00223044	0.002231109	0.002269678	0.001927482	0.002483737	0.000906761	0.002247369	0.00157347
PTPN11	0.001789043	0.001659049	0.002210617	0.002572972	0.001251014	0.001337177	0.002406673	0.00186103	0.001638193	0.001386411	0.002482077	0.001415317	0.000914333	0.001850861	0.002379254	0.000123626	0.001470773	0.002232972	0.002893559	0.002268611	0.00208386	0.002347885	0.001858221	0.002183312	0.00204106
PTPRD	0.000871602	0.001105858	0.000188197	0.00147116	0.000707428	0.000985818	0.000774251	0.001610514	0.001458172	0.001214917	0.00173658	0.000584424	0.000723182	0.000241392	0.000230225	4.13E-05	0.000945314	0.001597116	0.000953085	0.001399906	0.00078123	0.000711214	0.000562978	0.000837993	0.000276692
PTPRS	0.000167744	0.000449047	0.00035905	0.000146288	0.000496291	0.000167745	0.000183708	0.000143414	0.000225172	0.000176626	0.000228242	0.000245231	8.83E-05	0.000138608	0.000133485	8.37E-05	0.000195007	0.000223057	0.00016261	0.000190373	0.000326059	0.000147413	0.00011289	9.38E-05	0.000128732
PTPRT	1.38E-05	8.41E-06	2.18E-06	4.47E-06	0.000146754	9.92E-06	5.96E-06	5.14E-06	1.46E-06	1.64E-06	8.52E-06	3.22E-06	4.31E-06	2.71E-06	1.70E-06	1.80E-05	4.63E-06	3.36E-06	5.57E-06	9.12E-06	3.29E-06	3.24E-05	5.48E-06	1.94E-06	3.43E-06
QKI	0.000106965	0.000470234	0.000301031	0.0002127	0.00029705	0.00014835	0.000175916	0.000237553	0.000210941	0.000136501	0.000350928	0.000236184	0.000147411	0.000215169	0.000284	3.86E-05	0.000169938	0.000248246	0.000241907	0.000384664	0.000284344	0.000413896	0.000175918	0.000326782	0.000188551
RAB35	0.000219709	0.000201601	0.00026241	0.000183282	0.000308383	0.000186877	0.000292177	0.000203623	0.000221438	0.000233284	0.000205091	0.000241439	0.000132908	0.000193208	0.00025936	2.72E-05	0.000252432	0.00028146	0.000204703	0.00022205	0.000182511	0.000350335	0.00017197	0.000189831	0.00021485
RAC1	0.004300725	0.005043276	0.004865612	0.004064116	0.001488982	0.004420537	0.005383066	0.003037781	0.004044201	0.003534863	0.002735655	0.005587381	0.001702052	0.004611695	0.003253952	6.73E-05	0.003962657	0.002414291	0.004150469	0.005229279	0.004543475	0.003226075	0.002912097	0.003799974	0.005137496
RAD21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD50	0.00106627	0.001135556	0.001693275	0.002136721	0.00061475	0.001039789	0.002060865	0.001927893	0.001180596	0.001430773	0.001789591	0.001472133	0.000510361	0.001305949	0.001040753	4.63E-05	0.001105784	0.001176699	0.001857146	0.00209344	0.002047269	0.00110534	0.000725457	0.000978559	0.001759204
RAD51	5.65E-05	3.34E-05	3.18E-05	3.10E-05	6.56E-05	4.13E-05	2.82E-05	2.31E-05	2.10E-05	4.27E-05	3.70E-05	1.53E-05	1.99E-05	4.11E-05	4.53E-05	1.79E-05	3.70E-05	2.90E-05	6.63E-05	1.83E-05	2.40E-05	3.29E-05	5.08E-05	2.67E-05	4.18E-05
RAD51C	0.000363932	0.000386396	0.000408342	0.000574344	0.001051167	0.000447848	0.000402371	0.000376583	0.000308622	0.000282061	0.000569121	0.000258239	0.000230272	0.000449078	0.000356474	0.000125714	0.000286936	0.0005995	0.000592143	0.000586379	0.000405727	0.000673114	0.000372456	0.000469062	0.000303404
RAD52	0.000125235	6.10E-05	3.78E-05	3.89E-05	0.000495061	0.00014675	7.52E-05	5.91E-05	9.86E-05	0.000128886	6.76E-05	6.58E-05	2.82E-05	5.12E-05	0.000104044	6.64E-05	0.000107784	6.13E-05	3.85E-05	3.11E-05	5.35E-05	7.28E-05	1.31E-05	9.18E-06	5.51E-05
RAD54L	0.000431724	0.000158508	0.000179472	0.00017946	0.000528394	0.000295757	0.000195127	0.000188515	0.000133192	0.000379732	0.000369176	7.63E-05	0.000137961	0.000259161	0.000291014	4.91E-05	0.000208189	0.000311624	0.000362588	5.59E-05	0.000133491	0.000216812	0.000240088	0.000117874	0.00017051
RAF1	0.002038366	0.002234926	0.002221466	0.002363629	0.001007276	0.001818532	0.00214362	0.002290421	0.002090144	0.002203205	0.002403323	0.001844133	0.001335385	0.001913056	0.00151316	6.83E-05	0.002041776	0.003298383	0.002326023	0.002461322	0.00211418	0.003173323	0.002035127	0.002718809	0.001912487
RANBP2	0.001265208	0.00113211	0.001793919	0.002541672	0.001266044	0.001064694	0.001939497	0.001992496	0.001653078	0.001387015	0.002319958	0.001372867	0.000947068	0.001411791	0.002388451	0.00014535	0.001251635	0.001789728	0.002035968	0.00190804	0.001855404	0.001461774	0.00129154	0.001331864	0.001871744
RARA	0.000410317	0.000596222	0.000759832	0.000501209	0.000753205	0.000567158	0.000600814	0.000603356	0.000497743	0.00061545	0.000419067	0.000789533	0.000377528	0.00054972	0.000427901	0.000132644	0.000586077	0.000633271	0.000476704	0.00064845	0.000546275	0.000765461	0.00036467	0.000553153	0.000563557
RASA1	0.001288578	0.001446874	0.001524118	0.002577515	0.002871089	0.00137752	0.002002625	0.002527618	0.002002291	0.001653215	0.002368218	0.001622249	0.001249776	0.001313376	0.001263024	0.000680065	0.001564844	0.002278394	0.002334897	0.002718718	0.002257506	0.001704452	0.00111584	0.00159651	0.001853492
RB1	0.000491769	0.000798969	0.001516866	0.001385889	0.000208377	0.000579813	0.001271852	0.000922327	0.000568549	0.000999674	0.001040347	0.000774119	0.000431547	0.000783713	0.00046187	5.82E-05	0.000527824	0.000591947	0.001129198	0.000816427	0.001187107	0.001451205	0.00053675	0.000596406	0.00133604
RBM10	0.001317716	0.000935798	0.001193669	0.001143404	0.000952492	0.001322419	0.001552012	0.001372703	0.001379983	0.001499335	0.001289286	0.001396797	0.000694022	0.000815344	0.001136277	5.92E-05	0.001305037	0.00119669	0.001179007	0.001325404	0.001248199	0.000758918	0.000897159	0.001022194	0.000984212
RECQL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REL	0.000566063	0.000616706	0.000566484	0.000841923	0.001005174	0.000646239	0.000765308	0.001036668	0.000713644	0.000762715	0.001212592	0.000677372	0.000550357	0.000578803	0.000572114	6.43E-05	0.000695257	0.00126808	0.000880592	0.001076033	0.000960423	0.00136557	0.000481665	0.000767386	0.000633273
RET	9.41E-05	7.60E-05	0.000263004	8.73E-05	0.001354644	8.46E-05	6.26E-05	1.39E-05	5.62E-05	3.60E-05	5.82E-05	6.14E-05	6.63E-05	7.58E-05	0.000249072	0.000180836	4.09E-05	3.84E-05	5.47E-05	3.64E-05	5.76E-05	0.000218594	3.54E-05	4.05E-05	2.72E-05
RFWD2	0.000975403	0.001100026	0.001229442	0.001500659	0.000317304	0.000989429	0.0013697	0.001314894	0.001088387	0.001111719	0.001373088	0.000975577	0.000831407	0.000970666	0.00078942	2.58E-05	0.001002461	0.001618813	0.001623637	0.001342679	0.001325005	0.001822874	0.000902766	0.001154001	0.00128711
RHEB	0.000722638	0.000712957	0.000817814	0.000944816	0.000447087	0.00070644	0.001030372	0.000677065	0.0006166	0.000596086	0.000848696	0.000693178	0.000654518	0.000625444	0.00050361	4.02E-05	0.000613721	0.000736124	0.00134387	0.001131385	0.00097488	0.001657554	0.000664392	0.000932091	0.000839846
RHOA	0.007498583	0.010533358	0.00982177	0.008219971	0.002502701	0.006993673	0.008087411	0.005232932	0.008111375	0.00584453	0.006055226	0.008196984	0.002102574	0.010163548	0.00821165	0.000252508	0.007191594	0.005016424	0.007375349	0.007762394	0.007373232	0.007433412	0.006759643	0.007518859	0.011350829
RICTOR	0.001006262	0.001208678	0.001281263	0.002032081	0.000801466	0.001194862	0.001600415	0.002122193	0.00143414	0.001450367	0.002204264	0.001224363	0.000763389	0.001004352	0.000964517	8.06E-05	0.001265451	0.002882537	0.001593012	0.002228633	0.00183855	0.002532342	0.000825723	0.001549445	0.001495752
RIT1	0.000164057	0.000250816	0.00015251	0.000224331	0.000235093	0.000218577	0.000179945	0.000202673	0.000210575	0.000177986	0.000234738	0.000205465	0.000114735	0.00018177	0.000165189	4.42E-05	0.000226201	0.000205389	0.000187368	0.000254774	0.000189895	0.000326878	0.000124318	0.000265375	0.000196209
RNASEL	0.000476061	0.00055906	0.000585948	0.000534034	0.002797487	0.000557742	0.00048814	0.000645892	0.000575044	0.000457501	0.000528565	0.000697514	0.00032941	0.000550299	0.000440825	0.000267559	0.000663125	0.000626053	0.000550842	0.00063386	0.00066648	0.00049235	0.000235178	0.000356656	0.000526663
RNF43	0.007927269	0.002707226	0.00114281	0.005311603	0.009558828	0.007465778	0.008396956	0.010835802	0.009760596	0.010806818	0.008152953	0.003822537	0.009134758	0.00207368	0.002283337	0.000635989	0.008949423	0.009393007	0.005411014	0.005948792	0.006785605	0.005436158	0.00276996	0.004855979	0.001288838
ROS1	5.37E-05	3.27E-05	6.12E-06	1.80E-05	0.000722982	4.53E-05	6.59E-06	9.23E-06	3.76E-06	6.80E-06	1.21E-05	1.17E-05	2.59E-05	1.26E-05	5.64E-06	8.50E-05	1.80E-05	2.79E-05	3.63E-05	5.19E-06	1.01E-05	0.000129514	7.44E-06	5.03E-06	4.23E-05
RPS6KA4	0.000308576	0.000202476	0.000270805	0.000128756	0.000528998	0.000236772	0.00022535	0.000243031	0.000233041	0.000276937	0.000214573	0.000216105	0.000196814	0.000224709	0.000153293	0.000123881	0.000244937	0.000206392	0.000188714	0.000184361	0.000176125	0.000145402	0.000131467	0.00013138	0.000227192
RPS6KB2	0.000469134	0.000276888	0.000417036	0.000272697	0.00059745	0.000375485	0.000304122	0.000378069	0.00044823	0.000438486	0.000415666	0.000325449	0.000372602	0.000260344	0.00025747	0.00016003	0.000432102	0.000619023	0.00031342	0.000264215	0.00025367	0.000593844	0.000346341	0.000526693	0.000314509
RPTOR	0.000538245	0.000263289	0.000427839	0.000460007	0.000962991	0.000558042	0.000631791	0.00071741	0.000534987	0.000624356	0.000765846	0.000389686	0.000642657	0.000341578	0.000434346	0.000107885	0.00055924	0.001252476	0.000506543	0.000486644	0.000525816	0.000831752	0.000265156	0.000268586	0.000399676
RRM1	6.14E-05	7.57E-05	8.34E-05	8.85E-05	6.56E-05	4.96E-05	9.15E-05	7.69E-05	3.89E-05	7.15E-05	9.84E-05	4.77E-05	2.43E-05	9.57E-05	9.25E-05	1.66E-06	5.47E-05	6.51E-05	0.000124921	8.55E-05	7.27E-05	7.28E-05	7.52E-05	5.79E-05	8.79E-05
RUNX1	0.004733065	0.002903146	0.002348057	0.003599187	0.004874283	0.003866154	0.003720002	0.004368505	0.004276123	0.004074942	0.005978428	0.002819608	0.004297671	0.001704079	0.005131444	0.00085485	0.003222635	0.003870938	0.003223652	0.002961671	0.006846333	0.003245629	0.001857181	0.002247949	0.002500705
RUNX1T1	9.17E-05	0.000393448	0.000181438	0.000124118	0.000992575	0.000127909	0.000129705	0.000131213	0.000131327	9.11E-05	0.000215675	0.000198375	9.95E-05	0.000139224	0.000100468	0.000126751	0.000103307	8.48E-05	0.000202096	0.000283372	0.000186875	0.000312824	0.000100301	0.000171913	9.86E-05
RYBP	0.000210831	0.000357589	0.000347229	0.00041192	0.000393884	0.000229303	0.000363952	0.000400225	0.000246782	0.0002942	0.000396628	0.00031031	0.000291883	0.000238797	0.000207561	4.62E-05	0.000256506	0.000663614	0.000440082	0.000481251	0.0003814	0.000781148	0.000243097	0.000443997	0.00028136
RYR2	8.84E-05	0.000186887	5.99E-05	8.85E-05	0.001633811	8.15E-05	5.38E-05	2.96E-05	2.41E-05	1.93E-05	1.81E-05	5.49E-05	4.27E-05	4.97E-05	5.87E-05	0.000183893	4.33E-05	6.12E-05	5.69E-05	6.21E-05	0.000100213	0.000158776	3.18E-05	1.85E-05	3.56E-05
SDHA	0.010610652	0.009662783	0.01078453	0.009244496	0.008035218	0.010180976	0.009129045	0.008379354	0.009278524	0.010308669	0.007448982	0.01050821	0.003667144	0.008845347	0.005860525	0.000695029	0.011392616	0.005856533	0.00767344	0.00968574	0.008915744	0.006451759	0.007859279	0.005634024	0.012478811
SDHAF2	0.000848718	0.001009271	0.001173981	0.001184232	0.000769536	0.000776985	0.001095819	0.001203687	0.000876553	0.000994355	0.00115679	0.00093943	0.000695071	0.000874626	0.000804464	8.85E-05	0.000990371	0.000896451	0.001064817	0.001291809	0.001088622	0.000938973	0.000836923	0.001162558	0.001085606
SDHB	0.003760045	0.004434304	0.006042066	0.005027701	0.000975685	0.003258516	0.003686296	0.003407451	0.002893364	0.004053544	0.003315067	0.003692575	0.001045616	0.003984001	0.003245159	9.82E-05	0.003953418	0.002499208	0.003711623	0.005054841	0.003273274	0.003148945	0.004544982	0.005326037	0.004365678
SDHC	0.002121809	0.003261297	0.002279227	0.002298246	0.001348519	0.002020794	0.002705824	0.001482324	0.001820113	0.002639393	0.00178065	0.001737306	0.000930007	0.001840547	0.001363791	8.00E-05	0.002574666	0.002537838	0.002311836	0.002265474	0.002106084	0.002635327	0.00193339	0.002664991	0.002474898
SDHD	0.003371847	0.005509172	0.003538814	0.003919946	0.002195419	0.00347336	0.003365374	0.002857492	0.003696099	0.003863617	0.002700834	0.003179742	0.001692522	0.003280088	0.00215825	9.50E-05	0.004206082	0.004249909	0.003143349	0.004379477	0.0025294	0.00365354	0.004238569	0.006283091	0.003457268
SETD2	0.003511343	0.00352021	0.003900819	0.004728889	0.003482613	0.003781055	0.004250724	0.00503653	0.004032267	0.003956122	0.005359627	0.003878546	0.002090924	0.003265029	0.003387964	0.000441315	0.003767554	0.004642491	0.004299967	0.004888717	0.004963069	0.003757994	0.003015834	0.003681124	0.003566872
SF3B1	0.012397798	0.011512365	0.013207299	0.016453799	0.00539143	0.013416984	0.015607537	0.018324556	0.016766868	0.013671246	0.020807685	0.016209402	0.007609228	0.012320979	0.012245358	0.000321688	0.013810651	0.019500894	0.013674441	0.017354168	0.016847831	0.012758537	0.007313862	0.008087263	0.014008313
SH2B3	0.00017963	0.000228784	0.000187655	0.000169875	0.000633221	0.000212043	0.00019936	0.000243771	0.000234303	0.000200888	0.000265855	0.000167348	0.000282087	0.000175263	0.000263952	0.000133955	0.000234374	0.000321453	0.000197886	0.000262392	0.000194849	0.000452704	0.000137595	0.000303882	0.000240832
SH2D1A	1.05E-05	2.45E-05	1.09E-05	1.08E-05	0.00012061	1.24E-05	6.02E-06	1.20E-05	8.57E-06	3.58E-06	1.82E-05	1.21E-05	7.81E-06	1.61E-05	4.65E-06	8.01E-06	1.05E-05	1.51E-05	1.30E-05	1.77E-05	3.23E-05	1.46E-05	9.42E-06	2.21E-05	2.07E-05
SHQ1	0.000225129	0.00024014	0.0001651	0.000268351	0.000333551	0.000235872	0.000255523	0.000229262	0.000224765	0.000214206	0.000207549	0.000166693	9.89E-05	0.000154503	0.000189807	3.02E-05	0.000219536	0.000244802	0.000217762	0.000221593	0.000211259	0.000280028	0.000179285	0.000193671	0.00027939
SLC28A3	6.44E-05	2.26E-05	1.74E-05	1.38E-05	4.86E-05	4.34E-05	2.66E-05	2.02E-05	3.70E-05	3.48E-05	5.59E-05	3.17E-05	3.45E-05	1.05E-05	5.41E-05	1.75E-06	3.38E-05	6.35E-05	1.85E-05	6.12E-06	4.72E-05	3.45E-05	2.09E-05	1.28E-05	2.59E-05
SLIT1	0	0	0	0	0	0	0	0	0	0	0	0	1.12E-07	0	0	5.09E-07	0	0	0	0	0	0	0	0	0
SLIT2	4.28E-05	0.00034833	0.000163834	0.000212899	0.000468788	8.41E-05	0.000319426	6.29E-05	0.000252179	7.16E-05	0.000133585	0.000111918	6.78E-05	5.79E-05	0.000138559	6.52E-05	7.29E-05	0.000184774	0.000179813	0.00024087	0.000174058	0.000160083	0.000102096	0.000126003	2.43E-05
SMAD2	0.001007833	0.001013068	0.001285947	0.00178839	0.00035599	0.000816581	0.00144677	0.001481089	0.001052965	0.001278765	0.001753385	0.001211274	0.000994883	0.000892396	0.001154453	3.78E-05	0.001073855	0.002155721	0.001926748	0.001799549	0.001577251	0.001798886	0.001267224	0.001628431	0.001376143
SMAD3	0.000322518	0.000439277	0.000442721	0.000379779	0.000469643	0.000374778	0.000483059	0.000404649	0.000441494	0.000545325	0.00037919	0.000727788	0.000272349	0.000407298	0.000448879	5.25E-05	0.00046221	0.000385354	0.00041152	0.000509497	0.00055706	0.000400954	0.000224782	0.000290044	0.000446125
SMAD4	0.000642253	0.000818808	0.000640208	0.001119829	0.000513192	0.000751109	0.000950671	0.000994353	0.000756832	0.000919168	0.000906835	0.000724781	0.000508988	0.000481897	0.000585064	8.30E-05	0.000801877	0.00091788	0.000933321	0.000980627	0.00089945	0.00089893	0.000541127	0.000651637	0.00076932
SMARCA4	0.004409815	0.002386376	0.002716616	0.003040596	0.004917233	0.004010157	0.003970284	0.003863603	0.004355674	0.003973633	0.003669791	0.003302029	0.00227525	0.00312093	0.004299334	0.000385237	0.003838718	0.003530071	0.002752528	0.0029761	0.002971152	0.002528412	0.002441423	0.002345246	0.003445878
SMARCB1	0.003516749	0.003282379	0.002763891	0.003199263	0.002562849	0.003184335	0.00317156	0.002881561	0.003628009	0.003299727	0.003105972	0.002990819	0.001310387	0.002903519	0.003188597	0.000218379	0.003257539	0.002632969	0.00284972	0.002922071	0.002781358	0.002190884	0.00245879	0.003012039	0.002577767
SMARCD1	0.000442296	0.000428339	0.000521018	0.000466779	0.000505012	0.000401588	0.000632681	0.000558861	0.000435963	0.000505417	0.000580315	0.000423597	0.000342319	0.000406317	0.000590824	2.66E-05	0.000469896	0.000448319	0.000436412	0.000450206	0.000580548	0.00056461	0.000353702	0.000372371	0.000419267
SMO	8.23E-05	0.000233831	0.000118273	4.93E-05	0.000630054	0.000104336	7.76E-05	7.48E-05	0.000115444	7.93E-05	7.52E-05	9.67E-05	8.21E-05	4.52E-05	9.13E-05	0.000106873	0.000109145	0.00014505	7.17E-05	0.000109359	8.09E-05	0.000239204	4.75E-05	7.51E-05	4.32E-05
SNCAIP	0.000640942	0.000351482	0.000160272	0.000750725	0.00306485	0.000747069	0.00089443	0.001017212	0.001316172	0.000783837	0.000966619	0.000194542	0.000516575	0.000238035	0.000675306	0.000316512	0.000819856	0.001008354	0.000702642	0.000529417	0.001236195	0.000930129	0.00019214	0.000162386	0.000172655
