geneid	Sam_20CF30184F	Sam_20FC40151F	Sam_20FC40237F	Sam_20FC40679F	Sam_20FC40819F	Sam_20FC40828F	Sam_20FC40862F	Sam_20FC40894F	Sam_20FC40946F	Sam_20ZN11229T	Sam_20ZN11880F	Sam_20ZN13419F	Sam_20ZN13511F	Sam_20ZN13514F	Sam_20ZN14432T	Sam_20ZN14604F	Sam_20ZN21802F	Sam_20ZN22517F	Sam_20ZN22870F
SUFU	0.00066802	0.000353903	0.000800184	0.000117934	0.000176656	0.00016335	0.000301544	0.000319315	0.000425328	0.00024541	0.000393419	9.56E-05	0.000251925	0.00028163	0.000186532	0.000149753	0.00018085	0.000115875	0.000252026
SUZ12	7.73E-05	0.000238838	6.55E-05	4.35E-05	4.61E-05	3.82E-05	2.90E-05	8.07E-05	6.04E-05	6.23E-07	0.00010202	3.86E-05	5.61E-05	4.20E-05	2.25E-05	3.82E-05	6.92E-05	0	2.50E-05
SYK	0.000865971	0.001246962	0.000813012	0.000492648	0.000730054	0.000913743	0.001106541	0.002043667	0.000774234	0.000977821	0.001660172	0.000550607	0.000588673	0.00111878	0.00134279	0.000739115	0.000356318	0.001119312	0.000899364
SYNE1	0.000709848	0.000402787	0.00175726	6.79E-05	8.24E-06	7.78E-06	4.46E-05	0.000768714	0.000660079	0.000122813	0.000687604	4.85E-05	0.000164666	3.06E-06	1.42E-05	4.78E-05	0.001324736	0.000533304	6.88E-05
TAF1	0.000767707	0.000840587	0.000705457	5.47E-05	0.00015036	0.000102616	0.000229805	0.000646183	0.00053741	4.72E-05	0.000634857	8.72E-05	0.00022291	0.000276377	0.000179703	6.52E-05	0.0003318	0.000289365	0.000154634
TBX3	0.000315038	0.000252029	0.000524504	3.01E-05	7.56E-05	7.21E-05	0.000215811	0.00026416	0.000147248	0.000627383	0.000690575	2.69E-05	1.46E-05	0.000145441	0.000202532	3.62E-05	8.65E-05	0.00037336	2.32E-05
TCF3	0.000562216	0.000473057	0.000371045	1.53E-05	3.96E-05	3.38E-05	6.55E-05	0.000430722	0.000620193	0.000143518	0.00031521	9.42E-06	2.54E-05	4.65E-05	2.82E-05	1.46E-05	0.000177949	7.03E-05	4.58E-05
TCF7L2	0.000757371	0.000858921	0.001052131	0.000226015	0.000608648	0.000332616	0.000906774	0.000575981	0.000958089	3.38E-05	0.001065684	0.000552671	0.000264539	0.00044179	0.000377412	0.000708991	0.000606804	0.000515874	0.000358028
TERT	0.000813215	9.74E-05	5.24E-06	1.08E-06	3.53E-06	5.13E-06	1.22E-05	8.54E-05	0.000139934	0.00033883	4.70E-05	1.95E-06	1.14E-06	3.29E-06	1.09E-05	1.15E-05	1.10E-05	1.35E-05	7.34E-06
TET1	0.000163301	6.17E-05	8.92E-05	8.51E-06	1.90E-05	2.08E-06	1.40E-05	2.90E-05	4.72E-05	0.000267948	4.03E-05	5.52E-06	1.90E-05	2.15E-06	1.74E-05	3.31E-05	2.32E-05	0.000457981	1.51E-05
TET2	0.000512926	0.000962592	0.001228982	0.000776559	0.001685669	0.000414708	0.001092653	0.000555595	0.000720016	0.003078257	0.000867198	0.000888939	0.000883849	0.000325504	0.001063554	0.001490885	0.000707005	0.003505755	0.00082723
TGFBR1	0.000969862	0.00130555	0.002476809	0.000133875	7.01E-05	3.43E-05	0.000101825	0.001150053	0.000500676	4.11E-05	0.000878641	0.000105485	0.000147412	4.57E-05	8.94E-05	0.000154564	0.000494337	0.000751311	0.000104212
TGFBR2	0.002074186	0.000954352	0.002301518	0.000284979	0.000189629	5.54E-05	0.000451338	0.001097444	0.000669345	0.000136542	0.001692928	0.00041467	0.000585	0.000503179	0.000250142	0.000424894	0.000879784	9.00E-05	0.000448242
TMEM127	0.000367305	0.000259593	0.000601586	0.000112063	8.95E-05	0.000167675	0.000162715	0.000397548	0.000369081	0.000316326	0.000372097	0.000146809	0.000156206	0.000144706	0.000165598	0.00011352	0.000210138	0.000578805	0.000292802
TMPRSS2	0.002569831	0.001088935	0.000877625	0.000389903	0.001688642	0.000647477	0.001302467	0.000988592	0.00085785	0.001527232	0.00184511	0.000687779	0.000894695	0.001611197	0.000798411	0.001298105	0.000312276	0.001210283	0.001993843
TNFAIP3	0.001311595	0.001482027	0.000874676	7.54E-05	0.000137236	0.000108788	0.000185017	0.000587721	0.002803761	0.000217932	0.000987529	4.55E-05	0.000205617	7.25E-05	0.000113398	0.000171779	0.001348151	0.00014006	0.000174481
TNFRSF14	0.000861111	0.000467309	0.001103746	7.31E-05	0.000236506	0.000369784	0.000598294	0.00075418	0.000707868	0.000161493	0.001084879	0.000109623	0.000259289	0.000121746	0.000169753	6.19E-05	0.000262524	5.72E-07	0.000477874
TOP1	0.003277497	0.004079905	0.001502313	0.001871676	0.002612324	0.00316904	0.0013858	0.00154336	0.001169927	0.000322537	0.002248575	0.002449596	0.002409943	0.001982537	0.002034298	0.002156304	0.001206445	0.000416843	0.001417799
TOP2A	0.00079263	0.00175015	6.49E-05	0.000192687	0.000157367	0.000101656	1.52E-05	0.002922371	0.000443273	3.16E-05	0.000560176	0.000168269	5.20E-05	0.00011972	0.000109963	5.09E-05	0.000235899	9.48E-05	5.70E-05
TP53	0.005208639	0.003160992	0.003002286	0.000484148	0.00230328	0.001054671	0.001769664	0.00240651	0.00238645	0.001719751	0.002759107	0.000712593	0.001650843	0.001619097	0.002188583	0.001458041	0.000714974	0.002473376	0.001133803
TP63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAF7	0.002089273	0.001961799	0.002563806	5.28E-05	9.25E-05	6.82E-05	0.00011829	0.002180883	0.001659303	7.58E-05	0.001655714	9.28E-05	9.77E-05	8.91E-05	0.000118001	5.23E-05	0.000738444	4.90E-06	0.000167704
TSC1	0.001606243	0.00100679	0.001213338	0.000420952	0.000688068	0.000640753	0.001030586	0.000857261	0.000555255	0.001098934	0.000775676	0.000407716	0.000880821	0.000539192	0.000692028	0.000763581	0.000410911	0.000760258	0.000669386
TSC2	0.006285415	0.00340534	0.004803323	0.001098708	0.002819589	0.002484222	0.003647834	0.006630818	0.004369883	0.001916697	0.004078227	0.001855382	0.002500194	0.00290728	0.002666453	0.002390305	0.001547824	0.000169218	0.002748879
TSHR	0.00021489	4.20E-05	2.53E-05	3.52E-06	7.27E-06	6.43E-06	2.36E-05	2.79E-05	2.40E-05	0.000592666	0.000124256	2.19E-06	1.91E-05	2.95E-06	2.13E-05	8.20E-06	2.62E-05	0.00132508	1.98E-05
TTN	0.000254366	6.38E-05	0.000626945	3.42E-06	1.13E-06	4.85E-08	5.61E-06	5.45E-05	7.18E-05	9.71E-05	0.000145987	1.55E-06	1.23E-05	2.29E-07	3.00E-06	3.44E-06	0.000376353	0.002122002	7.58E-06
TYMS	0.001544563	0.000164165	0.000143496	0.000411937	0.000520422	0.00030199	0.000450627	0.000197805	0.000351758	0.001057248	0.000216183	0.000539439	0.000229482	0.000235712	0.000347976	0.000326814	6.93E-05	4.11E-06	0.000455102
U2AF1	0.001785836	0.002374008	0.001262557	0.001001281	0.001441473	0.00055531	0.000883348	0.001474608	0.001229781	0.000121293	0.001751451	0.000868338	0.001055419	0.001470323	0.002366897	0.001064028	0.001561561	1.22E-06	0.001052184
UGT1A1	6.76E-05	5.22E-06	2.05E-05	5.88E-06	1.13E-06	2.94E-05	4.06E-05	2.39E-05	6.31E-06	0.000615034	7.56E-05	4.96E-06	5.77E-06	5.13E-06	1.34E-05	6.33E-06	3.95E-06	5.56E-06	2.26E-05
UGT1A9	0	0	0	0	0	5.89E-08	0	0	0	8.22E-07	0	0	0	0	0	0	0	0	1.22E-07
UMPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VEGFA	0.011599375	0.006606196	0.015404033	0.000567637	0.002278525	0.001499214	0.00119876	0.007459561	0.009732034	0.005314639	0.005136013	0.00086914	0.001519732	0.001535247	0.002991889	0.001064942	0.005159326	0.001010432	0.000507761
VHL	0.000661506	0.000873963	0.000824901	0.000178505	0.000251341	0.00015859	0.000404992	0.000626781	0.000585967	0.000696355	0.000666367	0.000210164	0.00034785	0.000343411	0.000322424	0.000164092	0.000324234	0.000125792	0.000345596
VTCN1	8.18E-05	0	0.000148965	0	1.46E-07	7.72E-07	0	2.88E-07	4.39E-06	0.000439733	1.47E-06	4.23E-07	0	6.09E-08	1.45E-05	0	3.86E-05	2.57E-05	1.06E-06
WISP3	7.99E-05	4.29E-05	1.04E-05	0.000120454	2.32E-06	1.40E-05	0.000320709	1.35E-06	8.77E-05	0.000264744	2.49E-06	0.000217065	2.86E-05	1.14E-06	1.76E-05	0.000171287	2.15E-06	0.002157852	2.20E-05
WT1	0.000439849	0.000121768	0.000151753	3.25E-05	3.09E-06	1.91E-06	1.63E-06	3.67E-05	2.24E-05	0.000183654	8.69E-06	8.49E-06	6.44E-06	2.04E-06	2.15E-05	1.28E-05	5.27E-05	0.00024948	3.68E-06
XIAP	0.000112082	0.000185235	0.000200953	3.15E-05	2.74E-05	3.12E-05	2.56E-05	0.000168229	9.51E-05	8.30E-05	0.000134186	4.61E-05	6.29E-05	5.26E-05	2.86E-05	1.58E-05	0.00013265	0.000199313	3.98E-05
XPC	0.000147083	6.39E-05	0.000109857	8.00E-06	1.79E-05	1.16E-05	6.90E-05	7.18E-05	7.32E-05	0.000166496	0.000112758	1.01E-05	3.56E-05	2.34E-05	2.22E-05	1.54E-05	3.30E-05	5.72E-06	3.94E-05
XRCC1	5.87E-05	6.39E-05	8.65E-05	0.000157213	0.000590494	0.00033648	0.000518858	0.000113122	0.000121778	0.000331989	7.39E-05	0.000326602	0.000384441	0.000577955	0.000584619	0.000473333	4.74E-05	0.000514674	0.000443434
XRCC2	0.000135186	0.000190223	2.52E-05	8.06E-05	0.000105852	2.92E-05	2.12E-05	9.64E-05	4.99E-05	0.000750381	5.80E-05	6.09E-05	4.60E-05	0.000126477	0.000113722	0.000100259	5.29E-05	0.000249596	2.97E-05
YAP1	0.001484798	0.00122845	0.001820536	0.000794103	0.000802628	0.000934084	0.000904197	0.000946748	0.000747406	0.000612612	0.000947577	0.001450838	0.001141858	0.000933849	0.000778061	0.000822031	0.000663261	0.000716314	0.00064814
YES1	0.000578992	0.000391867	0.000481237	0.000170287	0.000140434	0.000139467	0.000116603	0.000274851	0.000205625	6.46E-05	0.000278659	0.000165667	0.000120249	9.40E-05	7.75E-05	0.00016884	0.000320415	0.000317242	9.46E-05
ZBTB2	0.000405968	0.000327595	0.00030159	7.74E-05	0.000107955	8.56E-05	7.80E-05	0.000227045	0.000183333	0.000515851	0.00019686	9.15E-05	8.28E-05	9.91E-05	0.000162228	9.40E-05	0.00018494	0.000971355	7.51E-05
ZFHX3	0.001321769	0.00074616	0.001731415	2.20E-05	1.35E-05	2.73E-05	5.44E-05	0.001041467	0.000582243	0.000111872	0.000556665	1.96E-05	3.85E-05	5.66E-05	6.00E-05	2.54E-05	0.000513901	0.000265889	3.71E-05
ZNF217	0.00301363	0.001872826	0.001742549	9.61E-05	0.000149497	0.000345843	0.000137857	0.001701782	0.00085497	0.000176688	0.001374963	0.000190787	0.00017233	0.000167865	0.000148963	0.000280787	0.000618046	0.000121112	0.000119157
ZNF703	0.001127409	0.000292408	0.000873875	0.00021837	0.000564156	0.001581277	0.000868137	0.000962539	0.000946271	0.000631111	0.000394232	0.000326965	0.00023174	0.000643549	0.000301866	0.000282597	0.000994112	0.000924101	0.000443034
ZRSR2	4.35E-05	5.19E-05	4.65E-05	0.000159678	0.000349365	0.000216464	0.00017782	5.09E-05	6.43E-05	8.79E-05	4.89E-05	0.000220836	0.000203363	0.000163336	0.000125901	0.000218586	3.31E-05	0.000396486	8.17E-05
